From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
hsa:9132	P56696	reviewed	KCNQ4_HUMAN	Potassium voltage-gated channel subfamily KQT member 4 (KQT-like 4) (Potassium channel subunit alpha KvLQT4) (Voltage-gated potassium channel subunit Kv7.4)	KCNQ4	Homo sapiens (Human)	695
hsa:9132	B3KQH8	unreviewed	B3KQH8_HUMAN	cDNA FLJ90476 fis, clone NT2RP3002737, highly similar to Potassium voltage-gated channel subfamily KQT member 4		Homo sapiens (Human)	356
xop:PXO_04477	A0A0K0GI66	unreviewed	A0A0K0GI66_XANOP	Colicin V secretion/processing ATP-binding protein CvaB/putative ABC transporter protein required for AvrXa21 activity B (RaxB)	raxB PXO_04477	Xanthomonas oryzae pv. oryzae (strain PXO99A)	719
hsa:142827	Q6P461	reviewed	ACSM6_HUMAN	Acyl-coenzyme A synthetase ACSM6, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 6)	ACSM6 C10orf129	Homo sapiens (Human)	480
vg:5176152	P0C6Z9	reviewed	CEP1_EBVA8	Cytoplasmic envelopment protein 1	BBRF2	Epstein-Barr virus (strain AG876) (HHV-4) (Human herpesvirus 4)	278
hsa:155066	Q8NHE4	reviewed	VA0E2_HUMAN	V-type proton ATPase subunit e 2 (V-ATPase subunit e 2) (Lysosomal 9 kDa H(+)-transporting ATPase V0 subunit e2) (Vacuolar proton pump subunit e 2)	ATP6V0E2 ATP6V0E2L C7orf32	Homo sapiens (Human)	81
hsa:2662	P55107	reviewed	GDF10_HUMAN	Growth/differentiation factor 10 (GDF-10) (Bone morphogenetic protein 3B) (BMP-3B) (Bone-inducing protein) (BIP)	GDF10 BMP3B	Homo sapiens (Human)	478
mja:MJ_0499	P81291	reviewed	LEUC_METJA	Isopropylmalate/citramalate isomerase large subunit (EC 4.2.1.33) (EC 4.2.1.35) ((R)-2-methylmalate dehydratase) ((R)-citramalate dehydratase) (3-isopropylmalate dehydratase) (Alpha-isopropylmalate dehydratase) (Citraconate hydratase) (Isopropylmalate isomerase) (IPMI) (Maleate hydratase) (Malease) (EC 4.2.1.31)	leuC MJ0499	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	424
hsa:4586	P98088	reviewed	MUC5A_HUMAN	Mucin-5AC (MUC-5AC) (Gastric mucin) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM)	MUC5AC MUC5	Homo sapiens (Human)	5654
eco:b0348	P0ABR9	reviewed	MHPB_ECOLI	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase (EC 1.13.11.16) (3-carboxyethylcatechol 2,3-dioxygenase)	mhpB b0348 JW0339	Escherichia coli (strain K12)	314
mmu:11871	P17981	reviewed	NAR2A_MOUSE	T-cell ecto-ADP-ribosyltransferase 1 (EC 2.4.2.31) (ADP-ribosyltransferase 2a pseudogene) (ADP-ribosyltransferase C2 and C3 toxin-like 2) (ARTC2) (Mono(ADP-ribosyl)transferase 2A) (NAD(+) glycohydrolase) (EC 3.2.2.5) (T-cell NAD(P)(+)--arginine ADP-ribosyltransferase 1) (T-cell differentiation marker Rt6 homolog 1) (T-cell mono(ADP-ribosyl)transferase 1)	Art2a Art2a-ps Rt6-1 Rt6.1	Mus musculus (Mouse)	287
hsa:5819	Q92692	reviewed	NECT2_HUMAN	Nectin-2 (Herpes virus entry mediator B) (Herpesvirus entry mediator B) (HveB) (Nectin cell adhesion molecule 2) (Poliovirus receptor-related protein 2) (CD antigen CD112)	NECTIN2 HVEB PRR2 PVRL2	Homo sapiens (Human)	538
hsa:1371	P36551	reviewed	HEM6_HUMAN	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	CPOX CPO CPX	Homo sapiens (Human)	454
hsa:9475	O75116	reviewed	ROCK2_HUMAN	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	ROCK2 KIAA0619	Homo sapiens (Human)	1388
hsa:9475	A0A2P9DU05	unreviewed	A0A2P9DU05_HUMAN	Rho-associated protein kinase (EC 2.7.11.1)	ROCK2	Homo sapiens (Human)	1388
hsa:9475	Q14DU5	unreviewed	Q14DU5_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	ROCK2	Homo sapiens (Human)	703
hsa:375	P84077	reviewed	ARF1_HUMAN	ADP-ribosylation factor 1 (EC 3.6.5.2)	ARF1	Homo sapiens (Human)	181
hsa:6654	Q07889	reviewed	SOS1_HUMAN	Son of sevenless homolog 1 (SOS-1)	SOS1	Homo sapiens (Human)	1333
hsa:197258	Q8N0W3	reviewed	FCSK_HUMAN	L-fucose kinase (Fucokinase) (EC 2.7.1.52)	FCSK FUK	Homo sapiens (Human)	1084
hsa:479	P54707	reviewed	AT12A_HUMAN	Potassium-transporting ATPase alpha chain 2 (HK alpha 2) (Non-gastric H(+)/K(+) ATPase subunit alpha) (EC 7.2.2.19) (Non-gastric Na(+)/K(+) ATPase subunit alpha) (EC 7.2.2.13) (Proton pump) (Sodium pump)	ATP12A ATP1AL1	Homo sapiens (Human)	1039
hsa:479	B4E0R9	unreviewed	B4E0R9_HUMAN	Sodium/potassium-transporting ATPase subunit alpha		Homo sapiens (Human)	674
hsa:2526	P22083	reviewed	FUT4_HUMAN	Alpha-(1,3)-fucosyltransferase 4 (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (EC 2.4.1.152) (ELAM-1 ligand fucosyltransferase) (Fucosyltransferase 4) (Fucosyltransferase IV) (Fuc-TIV) (FucT-IV) (Galactoside 3-L-fucosyltransferase)	FUT4 ELFT FCT3A	Homo sapiens (Human)	530
hsa:10769	Q9NYY3	reviewed	PLK2_HUMAN	Serine/threonine-protein kinase PLK2 (EC 2.7.11.21) (Polo-like kinase 2) (PLK-2) (hPlk2) (Serine/threonine-protein kinase SNK) (hSNK) (Serum-inducible kinase)	PLK2 SNK	Homo sapiens (Human)	685
atu:Atu2347	Q7CX97	unreviewed	Q7CX97_AGRFC	ABC transporter, nucleotide binding/ATPase protein (Sugar)	gguA Atu2347	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	512
hsa:8793	Q9UBN6	reviewed	TR10D_HUMAN	Tumor necrosis factor receptor superfamily member 10D (Decoy receptor 2) (DcR2) (TNF-related apoptosis-inducing ligand receptor 4) (TRAIL receptor 4) (TRAIL-R4) (TRAIL receptor with a truncated death domain) (CD antigen CD264)	TNFRSF10D DCR2 TRAILR4 TRUNDD UNQ251/PRO288	Homo sapiens (Human)	386
hsa:3276	Q99873	reviewed	ANM1_HUMAN	Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4)	PRMT1 HMT2 HRMT1L2 IR1B4	Homo sapiens (Human)	371
hsa:57396	Q9HAZ1	reviewed	CLK4_HUMAN	Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4)	CLK4	Homo sapiens (Human)	481
ath:AT3G23940	Q9LIR4	reviewed	ILVD_ARATH	Dihydroxy-acid dehydratase, chloroplastic (AthDHAD) (DAD) (EC 4.2.1.9)	DHAD At3g23940 F14O13.13	Arabidopsis thaliana (Mouse-ear cress)	608
ath:AT3G23940	A0A178VEH1	unreviewed	A0A178VEH1_ARATH	dihydroxy-acid dehydratase (EC 4.2.1.9)	AXX17_At3g25840 AN1_LOCUS13862 C24_LOCUS13699	Arabidopsis thaliana (Mouse-ear cress)	608
tma:TM0790	Q9WZP7	reviewed	THIDN_THEMA	Bifunctional thiamine biosynthesis protein ThiDN [Includes: Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.1.49) (EC 2.7.4.7) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase); Thiamine-phosphate synthase ThiN (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)]	thiDN TM_0790	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	398
hsa:10629	Q9Y6J9	reviewed	TAF6L_HUMAN	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L (TAF6L) (PCAF-associated factor 65-alpha) (PAF65-alpha)	TAF6L PAF65A	Homo sapiens (Human)	622
hsa:10629	A8K0D4	unreviewed	A8K0D4_HUMAN	cDNA FLJ78693, highly similar to Homo sapiens TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa (TAF6L), mRNA		Homo sapiens (Human)	622
hsa:6844	P63027	reviewed	VAMP2_HUMAN	Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2)	VAMP2 SYB2	Homo sapiens (Human)	116
syn:slr1790	P72793	reviewed	HEMJ_SYNY3	Protoporphyrinogen IX oxidase (PPO) (Protox) (EC 1.3.99.-)	hemJ slr1790	Synechocystis sp. (strain PCC 6803 / Kazusa)	210
hsa:2889	Q13905	reviewed	RPGF1_HUMAN	Rap guanine nucleotide exchange factor 1 (CRK SH3-binding GNRP) (Guanine nucleotide-releasing factor 2) (Protein C3G)	RAPGEF1 GRF2	Homo sapiens (Human)	1077
hsa:441273	Q495Y8	reviewed	SPDE2_HUMAN	Speedy protein E2	SPDYE2	Homo sapiens (Human)	402
hsa:441273	I6XC90	unreviewed	I6XC90_HUMAN	Speedy B2-like 1	SPDYB2-L1	Homo sapiens (Human)	402
ava:Ava_0529	Q3MFT3	unreviewed	Q3MFT3_TRIV2	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	Ava_0529	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	575
hsa:147687	Q8TAU3	reviewed	ZN417_HUMAN	Zinc finger protein 417	ZNF417	Homo sapiens (Human)	575
hsa:4322	P45452	reviewed	MMP13_HUMAN	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	MMP13	Homo sapiens (Human)	471
hsa:4322	Q53H33	unreviewed	Q53H33_HUMAN	Matrix metalloproteinase 13 preproprotein variant		Homo sapiens (Human)	471
vg:3077571	D2K3J1	unreviewed	D2K3J1_HCMV	Glycoprotein UL22A (UL22)	UL22A	Human cytomegalovirus (HHV-5) (Human herpesvirus 5)	105
vg:3077571	P16845	reviewed	UL22A_HCMVA	Glycoprotein UL22A	UL22A UL20A	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	103
vg:3077571	F5HF90	reviewed	UL22A_HCMVM	Glycoprotein UL22A	UL22A	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	105
hsa:10401	Q9Y6X2	reviewed	PIAS3_HUMAN	E3 SUMO-protein ligase PIAS3 (EC 2.3.2.-) (E3 SUMO-protein transferase PIAS3) (Protein inhibitor of activated STAT protein 3)	PIAS3	Homo sapiens (Human)	628
hsa:10401	B3KNI3	unreviewed	B3KNI3_HUMAN	cDNA FLJ14651 fis, clone NT2RP2002193, highly similar to Protein inhibitor of activated STAT protein 3		Homo sapiens (Human)	628
hsa:975	P60033	reviewed	CD81_HUMAN	CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81)	CD81 TAPA1 TSPAN28	Homo sapiens (Human)	236
stm:STM2440	P29848	reviewed	CYSM_SALTY	Cysteine synthase B (CSase B) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase B) (OAS-TL B) (O-acetylserine sulfhydrylase B)	cysM STM2440	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	303
hsa:1296	P25067	reviewed	CO8A2_HUMAN	Collagen alpha-2(VIII) chain (Endothelial collagen)	COL8A2	Homo sapiens (Human)	703
cje:Cj0921c	Q0P9X8	reviewed	PEB1A_CAMJE	Major cell-binding factor (CBF1) (PEB1)	peb1A Cj0921c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	259
hsa:4798	Q6P4R8	reviewed	NFRKB_HUMAN	Nuclear factor related to kappa-B-binding protein (DNA-binding protein R kappa-B) (INO80 complex subunit G)	NFRKB INO80G	Homo sapiens (Human)	1299
ag:BAA90528	Q9LCB4	reviewed	PMMS_STRHY	2-phosphinomethylmalate synthase (PMS) (EC 2.3.3.18) (PMM synthase)	Pmms	Streptomyces hygroscopicus	440
hsa:9343	Q15029	reviewed	U5S1_HUMAN	116 kDa U5 small nuclear ribonucleoprotein component (Elongation factor Tu GTP-binding domain-containing protein 2) (SNU114 homolog) (hSNU114) (U5 snRNP-specific protein, 116 kDa) (U5-116 kDa)	EFTUD2 KIAA0031 SNRP116	Homo sapiens (Human)	972
syn:slr1777	P72772	reviewed	CHLD_SYNY3	Magnesium-chelatase subunit ChlD (Mg-chelatase subunit D) (EC 6.6.1.1) (Mg-protoporphyrin IX chelatase)	chlD slr1777	Synechocystis sp. (strain PCC 6803 / Kazusa)	676
hsa:5538	P50897	reviewed	PPT1_HUMAN	Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	PPT1 CLN1 PPT	Homo sapiens (Human)	306
hsa:991	Q12834	reviewed	CDC20_HUMAN	Cell division cycle protein 20 homolog (p55CDC)	CDC20	Homo sapiens (Human)	499
hsa:134430	Q8NI36	reviewed	WDR36_HUMAN	WD repeat-containing protein 36 (T-cell activation WD repeat-containing protein) (TA-WDRP)	WDR36	Homo sapiens (Human)	951
hsa:2215	O75015	reviewed	FCG3B_HUMAN	Low affinity immunoglobulin gamma Fc region receptor III-B (Fc-gamma RIII-beta) (CD16-I) (Fc-gamma RIII) (Fc-gamma RIIIb) (FcRIII) (FcRIIIb) (FcR-10) (IgG Fc receptor III-1) (CD antigen CD16b)	FCGR3B CD16B FCG3 FCGR3 IGFR3	Homo sapiens (Human)	233
hsa:2215	A0A3B3ISU3	unreviewed	A0A3B3ISU3_HUMAN	Fc gamma receptor IIIb	FCGR3B	Homo sapiens (Human)	233
hsa:53358	Q92529	reviewed	SHC3_HUMAN	SHC-transforming protein 3 (Neuronal Shc) (N-Shc) (Protein Rai) (SHC-transforming protein C) (Src homology 2 domain-containing-transforming protein C3) (SH2 domain protein C3)	SHC3 NSHC SHCC	Homo sapiens (Human)	594
hsa:22875	Q9Y6X5	reviewed	ENPP4_HUMAN	Bis(5'-adenosyl)-triphosphatase ENPP4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4)	ENPP4 KIAA0879 NPP4	Homo sapiens (Human)	453
hsa:64221	Q96MS0	reviewed	ROBO3_HUMAN	Roundabout homolog 3 (Roundabout-like protein 3)	ROBO3	Homo sapiens (Human)	1386
hsa:219436	Q8NGL3	reviewed	OR5DE_HUMAN	Olfactory receptor 5D14 (Olfactory receptor OR11-141) (Olfactory receptor OR11-150)	OR5D14	Homo sapiens (Human)	314
hsa:3626	P55103	reviewed	INHBC_HUMAN	Inhibin beta C chain (Activin beta-C chain)	INHBC	Homo sapiens (Human)	352
ath:AT5G17990	Q02166	reviewed	TRPD_ARATH	Anthranilate phosphoribosyltransferase, chloroplastic (EC 2.4.2.18)	PAT1 At5g17990 MCM23.6	Arabidopsis thaliana (Mouse-ear cress)	444
eco:b3962	P27306	reviewed	STHA_ECOLI	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA sth udhA b3962 JW5551	Escherichia coli (strain K12)	466
hsa:8388	P47887	reviewed	OR1E2_HUMAN	Olfactory receptor 1E2 (Olfactory receptor 17-93/17-135/17-136) (OR17-135) (OR17-136) (OR17-93) (Olfactory receptor 1E4)	OR1E2 OR1E4	Homo sapiens (Human)	323
hsa:8388	A0A126GW81	unreviewed	A0A126GW81_HUMAN	Olfactory receptor	OR1E2 hCG_1775671	Homo sapiens (Human)	323
hsa:8473	O15294	reviewed	OGT1_HUMAN	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	OGT	Homo sapiens (Human)	1046
mmu:16634	Q64329	reviewed	KLRA3_MOUSE	Killer cell lectin-like receptor 3 (5E6) (Lymphocyte antigen 49c) (Ly-49c) (Nk2.1) (T-cell surface glycoprotein Ly-49C)	Klra3 Ly-49c Ly49C	Mus musculus (Mouse)	266
hsa:6882	Q15544	reviewed	TAF11_HUMAN	Transcription initiation factor TFIID subunit 11 (TFIID subunit p30-beta) (Transcription initiation factor TFIID 28 kDa subunit) (TAF(II)28) (TAFII-28) (TAFII28)	TAF11 TAF2I PRO2134	Homo sapiens (Human)	211
hsa:4298	Q03111	reviewed	ENL_HUMAN	Protein ENL (YEATS domain-containing protein 1)	MLLT1 ENL LTG19 YEATS1	Homo sapiens (Human)	559
pae:PA0898	O50174	reviewed	ASTD_PSEAE	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	astD aruD PA0898	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	487
mtu:Rv1238	P9WQI3	reviewed	SUGC_MYCTU	Trehalose import ATP-binding protein SugC (EC 7.5.2.-) (MtbSugC) (Nucleotide-binding domain of SugABC transporter) (NBD of SugABC transporter) (SugABC transporter ATPase SugC)	sugC Rv1238	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393
cau:Caur_2614	A9WIU3	unreviewed	A9WIU3_CHLAA	Short-chain dehydrogenase/reductase SDR	Caur_2614	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)	1219
hsa:6403	P16109	reviewed	LYAM3_HUMAN	P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P)	SELP GMRP GRMP	Homo sapiens (Human)	830
hsa:6403	Q6NUL9	unreviewed	Q6NUL9_HUMAN	Selectin P (Granule membrane protein 140kDa, antigen CD62)	SELP	Homo sapiens (Human)	829
eco:b0350	P77608	reviewed	MHPD_ECOLI	2-keto-4-pentenoate hydratase (EC 4.2.1.80) (2-hydroxypentadienoic acid hydratase)	mhpD b0350 JW0341	Escherichia coli (strain K12)	269
hsa:6591	O43623	reviewed	SNAI2_HUMAN	Zinc finger protein SNAI2 (Neural crest transcription factor Slug) (Protein snail homolog 2)	SNAI2 SLUG SLUGH	Homo sapiens (Human)	268
hsa:1548	P11509	reviewed	CP2A6_HUMAN	Cytochrome P450 2A6 (EC 1.14.14.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIA6) (Coumarin 7-hydroxylase) (Cytochrome P450 IIA3) (Cytochrome P450(I))	CYP2A6 CYP2A3	Homo sapiens (Human)	494
hsa:197259	Q8NB16	reviewed	MLKL_HUMAN	Mixed lineage kinase domain-like protein (hMLKL)	MLKL	Homo sapiens (Human)	471
hsa:29940	Q9UL01	reviewed	DSE_HUMAN	Dermatan-sulfate epimerase (DS epimerase) (EC 5.1.3.19) (Chondroitin-glucuronate 5-epimerase) (Squamous cell carcinoma antigen recognized by T-cells 2) (SART-2)	DSE SART2	Homo sapiens (Human)	958
hsa:5275	Q9UIV8	reviewed	SPB13_HUMAN	Serpin B13 (HaCaT UV-repressible serpin) (Hurpin) (Headpin) (Peptidase inhibitor 13) (PI-13) (Proteinase inhibitor 13)	SERPINB13 PI13	Homo sapiens (Human)	391
ath:AT1G30620	Q9SA77	reviewed	ARAE1_ARATH	UDP-arabinose 4-epimerase 1 (EC 5.1.3.5) (UDP-D-xylose 4-epimerase 1)	MUR4 At1g30620 T5I8.7	Arabidopsis thaliana (Mouse-ear cress)	419
ath:AT1G30620	A0A384K925	unreviewed	A0A384K925_ARATH	(thale cress) hypothetical protein (UXE1)	AXX17_At1g31120 AN1_LOCUS3105 AT9943_LOCUS2568 C24_LOCUS3013	Arabidopsis thaliana (Mouse-ear cress)	419
ath:AT1G30620	B9DGJ1	unreviewed	B9DGJ1_ARATH	AT1G30620 protein	At1g30620	Arabidopsis thaliana (Mouse-ear cress)	419
vg:5075725	A0A8A5YNB2	unreviewed	A0A8A5YNB2_9FLAV	Genome polyprotein	POLY	dengue virus type 1	3392
vg:5075725	P17763	reviewed	POLG_DEN1W	Genome polyprotein [Cleaved into: Capsid protein C (Capsid protein) (Core protein); Protein prM (Precursor membrane protein); Peptide pr (Peptide precursor); Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 1 (strain Nauru/West Pac/1974) (DENV-1)	3392
hsa:22914	P26718	reviewed	NKG2D_HUMAN	NKG2-D type II integral membrane protein (Killer cell lectin-like receptor subfamily K member 1) (NK cell receptor D) (NKG2-D-activating NK receptor) (CD antigen CD314)	KLRK1 D12S2489E NKG2D	Homo sapiens (Human)	216
hsa:2524	Q10981	reviewed	FUT2_HUMAN	Galactoside alpha-(1,2)-fucosyltransferase 2 (Alpha(1,2)FT 2) (Fucosyltransferase 2) (GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 2) (SE2) (Secretor blood group alpha-2-fucosyltransferase) (Secretor factor) (Se) (Type 1 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.69) (Type 2 galactoside alpha-(1,2)-fucosyltransferase FUT2) (EC 2.4.1.344)	FUT2 SEC2	Homo sapiens (Human)	343
hsa:2524	A8K2L2	unreviewed	A8K2L2_HUMAN	L-Fucosyltransferase (EC 2.4.1.-)	FUT2 hCG_1998026	Homo sapiens (Human)	343
hsa:2289	Q13451	reviewed	FKBP5_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP5 (PPIase FKBP5) (EC 5.2.1.8) (51 kDa FK506-binding protein) (51 kDa FKBP) (FKBP-51) (54 kDa progesterone receptor-associated immunophilin) (Androgen-regulated protein 6) (FF1 antigen) (FK506-binding protein 5) (FKBP-5) (FKBP54) (p54) (HSP90-binding immunophilin) (Rotamase)	FKBP5 AIG6 FKBP51	Homo sapiens (Human)	457
hsa:10928	Q15311	reviewed	RBP1_HUMAN	RalA-binding protein 1 (RalBP1) (76 kDa Ral-interacting protein) (Dinitrophenyl S-glutathione ATPase) (DNP-SG ATPase) (EC 7.6.2.2, EC 7.6.2.3) (Ral-interacting protein 1)	RALBP1 RLIP RLIP1 RLIP76	Homo sapiens (Human)	655
hsa:126961	Q71DI3	reviewed	H32_HUMAN	Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (Histone H3/m) (Histone H3/o)	H3C15 HIST2H3A; H3C14 H3F2 H3FM HIST2H3C; H3C13 HIST2H3D	Homo sapiens (Human)	136
hsa:4710	O95168	reviewed	NDUB4_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (Complex I-B15) (CI-B15) (NADH-ubiquinone oxidoreductase B15 subunit)	NDUFB4	Homo sapiens (Human)	129
hsa:30815	Q969X2	reviewed	SIA7F_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase VI) (ST6GalNAc VI) (ST6GalNAcVI) (hST6GalNAc VI) (Sialyltransferase 7F) (SIAT7-F)	ST6GALNAC6 SIAT7F UNQ708/PRO1359	Homo sapiens (Human)	333
hsa:30815	A0A0S2Z5G9	unreviewed	A0A0S2Z5G9_HUMAN	Epididymis secretory sperm binding protein (ST6-N-acetylgalactosaminide alpha-26-sialyltransferase 6 isoform 1)	ST6GALNAC6	Homo sapiens (Human)	333
sce:YLR265C	Q06148	reviewed	NEJ1_YEAST	Non-homologous end-joining protein 1	NEJ1 LIF2 YLR265C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342
hsa:284433	Q8NGA6	reviewed	O10H5_HUMAN	Olfactory receptor 10H5 (Olfactory receptor OR19-25) (Olfactory receptor OR19-26)	OR10H5	Homo sapiens (Human)	315
hsa:284433	A0A126GWE9	unreviewed	A0A126GWE9_HUMAN	OR10H5	OR10H5	Homo sapiens (Human)	315
hsa:8454	Q13616	reviewed	CUL1_HUMAN	Cullin-1 (CUL-1)	CUL1	Homo sapiens (Human)	776
hsa:8454	A0A090N7U0	unreviewed	A0A090N7U0_HUMAN	Cullin 1 (Cullin 1, isoform CRA_b)	CUL1 hCG_16546 tcag7.516	Homo sapiens (Human)	776
hsa:8454	B3KTW0	unreviewed	B3KTW0_HUMAN	cDNA FLJ38844 fis, clone MESAN2003662, highly similar to Cullin-1		Homo sapiens (Human)	607
hsa:6425	Q5T4F7	reviewed	SFRP5_HUMAN	Secreted frizzled-related protein 5 (sFRP-5) (Frizzled-related protein 1b) (FRP-1b) (Secreted apoptosis-related protein 3) (SARP-3)	SFRP5 FRP1B SARP3	Homo sapiens (Human)	317
hsa:135948	O95006	reviewed	OR2F2_HUMAN	Olfactory receptor 2F2 (Olfactory receptor 7-1) (OR7-1) (Olfactory receptor OR7-6)	OR2F2	Homo sapiens (Human)	317
hsa:51726	Q9UBS4	reviewed	DJB11_HUMAN	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (DnaJ protein homolog 9) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p) (HEDJ) (Human DnaJ protein 9) (hDj-9) (PWP1-interacting protein 4)	DNAJB11 EDJ ERJ3 HDJ9 PSEC0121 UNQ537/PRO1080	Homo sapiens (Human)	358
bsu:BSU33240	O34714	reviewed	OXDC_BACSU	Oxalate decarboxylase OxdC (EC 4.1.1.2)	oxdC yvrK BSU33240	Bacillus subtilis (strain 168)	385
bsu:BSU33240	A0A6M3ZFZ5	unreviewed	A0A6M3ZFZ5_BACSU	Oxalate decarboxylase (EC 4.1.1.2)	oxdC yvrK HIR78_19250	Bacillus subtilis (strain 168)	385
tko:TK1686	Q5JIZ8	reviewed	PPS_THEKO	4-phosphopantoate--beta-alanine ligase (EC 6.3.2.36) (Phosphopantothenate synthetase) (PPS)	TK1686	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	261
hsa:286204	Q5IJ48	reviewed	CRUM2_HUMAN	Protein crumbs homolog 2 (Crumbs-like protein 2)	CRB2	Homo sapiens (Human)	1285
